track_name,artists,danceability,energy,valence,tempo,acousticness,instrumentalness,loudness,speechiness,track_genre,lyrics,lyrics_sentiment,mood
Ile się w tym nie popierdolić, nie pogubić się w priorytetach
Nie ten typ, który miał , ale nie stykło mu już na Uberach

Najbliższy cypher to miałem jak myśli na bani zebrałem i miałem je w grupie
Nie daję , czy lubisz mnie, ważne czy na to zasłużę
Oni to ludzie, a mi się wydaje, że to nie ludzie
I dobrze wiem, że lubi jak lubię, otwieram buzię
W bluzie w wysokiej temperaturze, a temperament no to, kurwa, mam 
 to wybiegamy, biorę ten bit, jest ugotowany
Znowu woda, płyn,  dojebany, mój czas to gotowy i zwarty
Pytam, ziom, czy gotowe to mamy,  cypher podpisuje Marcyś

Pole do popisu na 8 linijek jest dla mnie o wiele za małe
Bo za dużo myśli mam na raz, czuję jakbym wkładał cygaro w pudełko zapałek
Wyjebałem stówę na pociąg do Wawy, a do programu i tak nie dostałem
Więc zarezerwujcie mi miejsce, chociaż na cypherze i chociaż wygodnym przedziale
Chłodna głowa to podstawa, choć w gorącej wodzie kompany od zawsze jestem
Myślę jedno, robię drugie i analizuję później to, co zrobić lepiej
Czasem nazywam to multi-tasking, inni mi mówią, że to ADHD
Kiedyś pokonałem wadę wymowy i dzisiaj wymownie na to chuja kładę
Bo dykcję mam clean

Gdzie jest, kurwa, moje 300 , na RedBulla by mi chyba stykło
Identycznie robiłby numery jakby do wygrania był tam cały milion
A nie pół, delivery tak jak Kevin De Bruyne, chcę, żeby dotarło wszystko
Wolę powiedzieć, co myślę na tracku, a nie przekazywać to impost, dziwko
Wiedzą, że mogę to dowieść, K do A do Z to nowy kurier
Jak będziesz się dalej tak wozić po mieście, to dasz radę jedynie zawieść wytwórnię
Aż koło zapiszczy, nigdy nie bałem się głośnych i wyższych, Kazek
Mylą ksywę z Bałagane, wszystko jest poukładanie i błyszczy diament

Ma forma, smakowity kąsek, wykręcam język, by sprostać jej
Nie spieszyło mi się z wejście głębiej w grę, no bo lubię długi foreplay
MC wciąż niegotowi na combat, widzą mnie i są jak: ""co to za postać?""
Język ognia, flow paranormal, a mam to w sobie od lat
Więc mogą mi... podoba mi się tu, jakem MC mogę rozpierdalać tłum
To stay in school, lepiej się doucz, boli mnie twój
Lirycznie epicki dramat, prawdziwy skill mógłbym wykładać
Chcesz żebym dał ci dojść do zdania, to musisz się trochę postarać
VARAN

Żółwie robią warm up, a to jest, kurwa, warm up
Netflix daje blow up, włącz mi, kurwa, glow up
Dobre rymy często chowam, godne dychy 
 do dupy ci znajoma, jeśli nie, to idź się edukować
Ruchy tylko forward, za mną nie nadążasz
Mógłbyś buty mi pucować. mógłbyś mi pucować
Ale nie dosięgniesz tu - zbyt high for you
Patrzę się w dół, na lamusów, like you

Ciągle robię to samo, mamo, dam muzę fanom, bo robią wynik
Na poczekaniu skleiłem całość, a ty w tym czasie masz dwa adliby
Mam schizę rano, bo Oki pisze, a ci co z lali, teraz chcą featy
I trzy kontrakty, bo widzą procent, a ja chcę trochę więcej muzyki
Słyszę krzyk, pełno krzywd prawo lewo, za długo byłem w ciszy
Żeby mnie to nie dotknęło, za długo żyłem w dziczy
Miasto prawie mnie połknęło
Zło nie liczy się z niczym, znów za rogiem czyha przemoc

Mówili mi... w sumie nie wiem, co mówili, nigdy nie słuchałem opinii debili
Co wbiliby igły i widły, pobili, zabili za wynik, bo wszystkim na dyni siadł
Przechodzę w głowie ten labirynt sam, nikogo nie proszę, nie chcę w ciszy stać
Czekać aż się wzniosę i popłynę w dal, czekać aż dorosnę i rozwinę żagle
Mała zabrała, nadziei dziś nie chcę żadnej
Zamiast niej mam pewność siebie i wiem, że wystarczę
Zakładam pancerz, nie noszę korony, nie chodzę na tańce, karate czy jogging
A rozkładam matę i królewskim walcem rozjeżdżam i rozdaję kopy

Robię to gówno 7 lat i ciągle idziemy po swoje
Każdy kurwa nowy dzień, robimy nowy ten projekt
Próbowali mnie już zabić, próbowali wejść mi na głowę
Każdy problemy ma z banią jak przychodzi zarobić forsę
Nienawidzę sceny, nienawidzę wszystkich ludzi
Sztuczne te uśmiechy, ciągle każą się nie budzić
Jestem w swojej kuchni, chce tu tylko robić duży sos
Jestem ciągle w hype'ie - czuję się trochę jak hype talk

Mam plan, cały czas jak , pora chcieć, pora mieć, pora biec 
Pora coś zarobić, żeby śmigać sobie w najkach, na klatkach nowy shit, nowa armia
To jest nasz czas, kiedyś tylko popychadła, skumaj, poczuj to, co jest na trackach
Złapał mnie stres, kiedy łapałem za mic'a, a teraz nie zobaczą, gdzie to poszło
Jestem , robię rapy z kolegami, ze mną sami pojebani, to poznajcie mnię po krokach
Gady, gady mi gadają gadu-gadu, całe życie underdogiem, ale takim całym w kolcach
Daj, daj, dajcie stówkę, dolewali, a my rapy nagrywamy, teraz już nie widzę końca

Ta twoja muzyka to taki kryminał, że dobre chłopaki czekają, aż zleci
Często wygrywam, bo mówią mi ""winner"", za skille nie muszę płacić licencji
Robią mi zdjęcie, jak Szymon Hołownia nie czuję napięcia, bo mógłbym tak co dnia
I muszę się streszczać jak mój Chat GPT, młody G to za wysoki level dla ciebie
Bo wkładam w to serce , weź doceń, z ciebie nie wycisną więcej jak izoterm
Słyszałem w chuj plotek, to śmierdzi jak potem, ej, choć teraz coś trochę
Pod teksty  zamieniam podteksty i bujają głowę
Nie mogę inaczej, więcej niż zlepek słów

Never needed lighter to warm you up and I don't need a lader to climb to top
When I opened my mouth their jaw dropped, but it wasn't like that from the start
Release my first track, thhey behind on me, I doubted myself so I dropped first EP
Addicted so bad to perfecting the craft, even ain't no sleepy
But there ain't no time for taking a nap, watch your every step, cuz it may be a trap
Even tho you make rap, read, what your'be singning, stick to your fam or wolfpack
There ain't no time for taking a rest  behind all the rest
If this cypher was test... 

Jestem rapteściowa, jak widać, mam swoje lata
Nie wyglądam jak raperka, ale jestem dość kumata
Twerkować to ja nie będę, ale głową chętnie ruszę
Więc mnie, ziomuś, nie lekceważ, bo cię do szacunku zmuszę
Lubię tłuste bity, no bo ciągnie swój do swego
Nieźle jak na twoje lata - nie mów mi czegoś takiego
Reprezentuję geriatrię, dumnie w górze trzymam głowę
Bo każdemu wolno kocham rap, to jest rozdanie nowe

Młody Damian

Jak byłem mały, byłem pizdą, ale zmienić czas mnie i zmieniła praca
Przyznaję, dostałem w mordę, ale jestem dumny, kurwa, że mam jaja
Na mojej wsi dalej pierdolą o mnie, szkoda, że to wszystko to fama
Wiem, nie można ufać ludziom, pewnie dlatego dziadek trzymał gnata
OK, chcę moich numerów covery, chcę pierdolone kamery
Chcę wille i cztery challengery, chcę tylko jednej kobiety
Spokój i dwójkę dzieci. Jak taki może być ten śmieć?
Jebać mnie. OK. OK. OK. OK. OK

Nocny Bufor, lepiej zacznij palić wroty
Żyję w kraju, w którym oddech to kłopoty
Tak jak komp zawieszony, jestem lekko wzruszony
Mamy to, mamy to, mamy to, mamy to, mamy to, mamy to, mamy to
Gdzieś, że z rapu żartują, kiedyś mogłem sobie grać w berka
Teraz moje ruchy na Netflix możesz sobie puszczać w cypherkach
Nocny Bufor to dla ciebie nowy 
Jestem pewien, że już słyszałeś mnie gdzieś, ziom

MFG — wbijam na cypher (Wbijam na what?), daj deal, nie w barter
Oni chcą rap, nie pop, no to weź, no to weź rzuć im faktem
No i weź rzuć to w chuj, przy was to strzelam jak na pustą bramkę
No i chcę pełny klub, buduję sobie na scenie posadkę
 a po lewej Maybach  ona ma styl, to prawda, ale teraz to moja szansa
Epką rozjebiemy scenę, a płytą po prostu po niej pozamiatam
MFG dla nich towarem, weź zobacz, bo przyszła dostawa

Wkurwia mnie ten czas, no bo nie mam czasu na nic
Chciałbym cofnąć się do czasów, kiedy byłem mały
Bo miałem więcej funu z życia, no i więcej money
A teraz  tak jakbym był pojebany
Mówią na mnie ""co za pojebany typ?""
Co ja poradzę, że ambicja nie daje mi już żyć
I ciągle myślę jak tu wybić na ten szczyt
Chociaż wiem, że przejęła me stery, a życie wygląda jak sny

Ciągle mnie męczy ta jebana kmina - czy być pacyfistą, czy kurwy zabijać
Albo toniemy tu w jebanych smutkach, albo toniemy tu w jebanych drinach
61 miasto, to tak się zaczyna, o chuj, 60 i jedna jest kmina
Czy sprzedałbyś zioma za dukat, czy jakby było trzeba, to byś za niego zabijał?
 cała lecytyna, za dużo bucha, za często to zwijam
Miałem na moment się tylko rozluźnić, a bez tego to nawet teraz nie kimam
Oddałem całego siebie muzyce, jak dupa nie kuma, to mówię jej ""bywaj""
Bo to moje całe jebane jest życie, a ty inaczej to sobie nazywaj

Syfu , dziś słuchacze patrzą na to
Kiedyś bym pewnie podjadał kanapki, tylko że dalej brakuje mi sos
Ziomek, se weź za to, a ty patrz na to
Ziomek, se weź za to, a ty patrz na to
W moim mieście chujem wieje od dawna, 42-200 podobne do bagna
Tagi na murach, powtarzana mantra, czemu psychika to stalowa klatka
Nowa siódemka jest na domofonie - dla mnie to zazwyczaj szczęśliwa liczba
Nie podziękujesz, to cię rozpierdolę, tylko weź proszę, nie wzywaj policji

Barsy napisałem, idę na front, zawsze pamiętam skąd
Nie będę ściemniał, że jestem top, ledwo mnie zna mój blok
Ale moje bity mają moc, teraz wokal - moja nowa broń
Zrobię jej upgrade, słuchaj uważnie, strzelam jak gangi w nocy
Znowu nie spałem, bo, bo chciałem poleżeć z nią
Ona jest fajna, one jest zgrabna, czeka na final shot
Z nowego nagrania ziom mamy już katy na klipy
Nie muszę już płacić za bity, ani za mixy, ani za featy, ani za nic
Bo kleję to sam

W końcu możemy sobie pozwolić, by do innego kraju lecieć na wakacje
Choć portfel i tak zaboli, gdy zapłacimy nadbagaż z naszym bagażem doświadczeń
I mnie to pierdoli, że późno, bo kiedyś myślałem, że każdy spędzę już na ławce
Nie zamierzam gonić na próżno, bo oczy przesłania mi jedynie czapeczka z daszkiem
Znalazłem chyba tą jedną i widzę, jak bardzo jesteśmy do siebie podobni
Bo nogi pode mną i pod nią uginają się tylko jak korzystamy z siłowni
Czuję to wewnątrz, że potrzebne mi było upaść choćby po to, żeby się odbić
A nie być na serio jak piłkarz idący na emeryturę wypierdalać korki

Wygrywani, nigdy nie mam dosyć, jak byłem na dole, nie chcieli podnosić
Na plecach skorupa jak Michelanego, no bo były fejki, co wbijały kosy
W pizdę zajawy, znam swoją wartość, Mati on the top tak jak Ancelotti
Blant wygląda tak jak dredy brata, w środku kamień, nie czuję emocji
Nie rucham już szmat, mi z kurwami nie po drodze
Za mną drogi szmat, no i w kurwę niepowodzeń
Za mną cały skład nie zostawi mnie na lodzie
Mam fazę na nagrywanie jak jebany ćpun na głodzie

Mówią mi Gotie, dawno nie widziałem typa, którym byłem (byłem)
Zostawiłem ludzi w tyle, tyle, że przez to się trochę poryłem
Myśl ryje mnie, nie ma ich, nie ma mnie
Z każdą chwilą mam go mniej, tak, chodzi mi o tlen
Zabij strach, którym żyję, jebię zielone, a palę roślinę
Uważam na kroki, pod sobą mam minę, sam w to nie wierzę, że się obudziłem
Tylko do siebie pretensje, za co mam winić ich?
Za co mam ich winić? Znowu, znowu znikam z linii, ledwo żyję, jebać wynik

Potrzebuję czasu, nie AP,  dzięki
Będzie dumny blok-blok-blok  i wypijam  still be low
 jak dawniej, znajdź nowe flow, bo  wieje ci nuda
Siedziałeś za długo cicho, więc powiedz im Flossy, powiedz im, kurwa
Nie wiem, czy mogę przeklinać, ale jest po sprawie, no sorry, no sorry
Wchodzę kickflipem jak Tony  drip-drip, zbieramy plony
Cin-cin-cin, znowu dzwoni ci budzik, z dupy raz nie ogarniesz konkluzji
Wake up, wake up, wake up, wake up, wake up, pora się, kurwa, obudzić

Noszę paki inspiracji, nie zabraknie mi energii
To nie twój biznes,  ogarniam tyle pęgi
Wyjebane ego, bo o co chodzi, mam dzień świra
 przelot, brakuje luzu 
Nie mogę zrozumieć tego  na grubo 
 sporo  biorę, biorę
Moc hajsu w moim łóżku - to mój cypher
Dałem się nawet na coś więcej 

Gość się boi własnego cienia, dla nich jestem jak Lucky Luke
Nie mów mi, że czegoś się nie da, kiedy wyglądasz jak trup
Ona klepie mnie jak hera, jestem ekskluzywny żul
Jak to powiem będzie afera, w huju mam co zrobi tłum
Gramy tu, nie 
Poświęciłem jebany czas, teraz nas słychać
Ja z muzyką jak Bonnie i Clyde — napad życia, życia
Na beatach robię kidnap — wyrywam plik, yeah

W dowodzie wpisane ""Rubik"" mam, kieruje spryt i zajawka
Raczej nie próbuj ułożyć mnie, a kończę nawijać, ty zaczynasz klaskać
Wchodzę w to, nach-nach, browar i klatka, sklejam jak w kapkach
Bo zawsze liczę na swoich i to się powtarza jak w Sylwestra jebane final count 
Chciałbym w końcu widzieć szansę, nie się tylko rozglądać
Życie dało w sumie parę o różnych horyzontach
Nowonarodzony i gotowy na pogrzeb, skądże, nie zwątpię, szlifuję formę
Papier to odlew, gdy czekam na odzew, zegary stanęły jak żołnierz na froncie, dosłownie

 ten track, 
Cwile czułem się jak wrak on the track
Byłem jak robot
Przejmowałem się każdym, tylko nie sobą
Całe życie byłem pewien, mnie to nie dotyczy
Inni w sumie mają gorzej, Oskar, przestań. Czemu ryczysz?
Mam ziomali, którzy brali, no i się poprzekręcali
Mam ziomali, co nie brali, no i zmiotło ich jak stali
Nie szukaj w tym sensu, bo go nie ma
Pojęcia sprawiedliwości nie zna mózgu chemia
Stany lękowe i ADHD
Skonfigurowali Sima, czy da se radę
Houston, mamy problem, potrzebuję uziemienia
Bo ostatnio odleciałem tak jak Houston, halo ziemia
Houston czeka trochę, no bo tu nikogo nie ma
Całe palce w błocie, wychodzę z podziemia

Powoli zapominam, gościu, już mam, co ty chcesz mieć, rzadko oddycham powietrzem
Chmura zakrywa mi solar, ja dalej działam na zieloną energię jeszcze
Spadam jak z deszczem, topię się, tobie to wydaje śmieszne
Toppię, wydaję w nadziei że pęknie, a i tak jest pięknie, yeah
 łamią obok mnie, życie jak sen
Nie mogę palić, to wieczorami grzeję 
Między słowami pytam o więcej, proszę o tlen
 piszę nocami, nie track, a tren

Ziomal podesłał, więc kleję, to żyję dziś prościej coś jak od linijki
Jak kleję te linie, no to zawsze starannie, żeby do tego przywykli
Ich flow, ich styl, ich rymy kłują mnie w uszy jakbym robił piercing
W szkole to byłem żeby chuja robić i czasem od wkurwiania dyrki
Życie rozkłada mi talię kart, jak nie wypadnie as i tak dalej będę grał w to
Mam wypraną głowę i nie pomógł mi w tym Calgon, ślizgam po bicie się gładko jak masło
Robię to w pętli jak lasso
Jeszcze wymaluję świat; #Młody_Picasso
[Zwrotka 144: JAY-K & 
TO JA FIFI
]
Nie pokażę ci tego, co chcesz to nie for you pay
Kocham deszcz ostatnio, tylko on hype leci na mnie
Hej, z fanami mam własne lingo
No i w sumie nam to sprawia, że mówicie ""to nie hip-hop"", Odkrycie Roku - tego nie było w moim bingo
Wybraliśmy język faktów, tego nie ma w Duolingo
Ej, duo tu, duo tam, duo nie kupisz za bitcoin
Hej, nie robię nic, oprócz tego, co nie jest na serio
Ej, oni tak myślą, (oni tak myślą na pewno)

Nie nawijam makaronu, a mimo to wlatuje pesto i pasta
Wszystko ostatnio mi przychodzi łatwo jak tym laskom z OnlyFansa
Jeżeli chcesz mnie na zawsze, no to wydziaraj se moje logo
Ponoć mówią, że wyglądam słodko, ale nie zapłacę za to słono
W samych szortach kręcą na TikTok Shortsach
Lala, L.A.S. to bomba, niepotrzebny mi jest kontrakt
Daj mi kontakt, oh no, nie wypluł tego GPT
Piję ice cold kokos, drinki na palemce z liczi
Las

Sam zostałem, widzę, jak was nie ma, tu z cienia scraftowałem wszechświat
Czuję na sobie spojrzenia nawet, kiedy otacza mnie cichy sześcian
Rzucam liniami po kątach, to telenowela, samego siebie doceniam, jak widzę mrok
Trochę wyrafinowany temat, ale po to jestem, żeby podopinać takie wątki, to Sinus, a mój kąt
Jest prosty, ej, jeden ja, to jest mój okres, ciebie zalewa psia krew
Lepiej odbij, ej, albo podłóż always
Płynę zagubiony w tym lesie z betonu, za szybą gonitwa, ja chciałem tu chwili ciszy
Jestem kosmitą między planetami, to mój trzeci kwadrat jak Mitsubishi

Wypierdalam bombę, znowu pojawia się tu jakiś problem
Nie jestem głupi, nie siedzę przy kompie, a stoję przed mic'iem, no i ciągle szponcę
Nawet nie gadam już z wami, nie mam na to, kurwa, czasu, brachu
Tracki moje to dynamit, dlatego u swoich zawsze tutaj miałem szacun
Trema nie zjada, ciągle jestem sobą i prawda jest taka, że się tu nie zmienię
Pseudo rywali to, mordeczko, zjadam, ładnie się uśmiecham, wypluwam na ziemię
Odpalam nadajnik, biorę kamizelkę, biorę swą giwerę i wyruszam w teren
Spłonęły mi majki, muszę to załatwić, ale pozwól, że najpierw załatwię ciebie

Zacznę owijać w bawełnę dopiero jak, bratku, wypuszczę se merch
Ja urodziłem się z nożem na gardle, nie pytaj, czy w domu był krojony chleb
Odwróciłem kota ogonem, kiedy, mordo, sobie popatrzyłem wstecz
Robiłem rap, kiedy padał deszcz, nie wierzył brat, no i tata też
Dla mnie to live, no a dla was cash, bo dzisiaj to nawet melodia się puszcza
Tak mało w branży jest normalnych ludzi, że tym bardziej cieszę, że Zippy to ugrał
 przymrużę oko, bo jestem za sterem
Wasz rap traktuję tak jak sedes, stawiam klocka na chłam tak jak YouTuberek PanFresk

Wychowała mnie muzyka, więc wcale się nie dziw, że robię to konkret
Nie kręciło mnie ich życie, zawsze z otoczeniem byłem innym gościem
Serio już nie wiem, co dzieje się ze mną, chyba se spiszę mój pogrzeb
Widzę ich mordy jak ciągle się cieszą, mimo że nie jest za dobrze
 połowę branży, pierdolę tą grę, będę się świecił tak jak Johnny Day
Każdego dnia, kurwa, zjada mnie stres, nie patrzę na nich, tylko, młody, leć
O wiele więcej do powiedzenia, bo oni w kółko ciągną stary temat
Chcesz, to czekaj, chcesz, to czekaj, ale dla tych miejsca tutaj nie ma

Tu za rogiem czyha przemoc

Traplife, ciśnienie na banię wchodzi takie, że powinien wyjść już diament
Lata pracy, a nie tani talent, który z toksynami z siebie wypłukałem
Na końcu zwrotek zamiast mojej ksywy powinienem dopisywać zawsze ""amen""
Świadomość czasami bywa chorobą, ale też chroniła mnie od złego
A typy, co chcieli mi zrobić pod górę, to teraz się dziwią, że topowe ego
Mam paru prawdziwych, co czeka na przełom, fizyk - wariaty, dojdziemy do tego
Jak te dziewczyny o twarzy anioła, co w nocy z nich wychodzi pieprzony demon

Co tam? Kopę lat, dawno się nie widzieliśmy
Poświęciłem się terapii, bo ja i umysł dawno się minęliśmy
Może wam kiedyś opowiem - byłem bliski samobójstwa
Sam dziwię się, że nadal stoję przed mic'iem, obiecuję nie robić głupstwa
Mam materiału na dwie płyty, ale przetrwoniłem pieniądze na wszystkie bity
Zwątpiłem w siebie - to najgorsze, co zrobiłem, bo na dysku mam hity
Mie mogę być ofiarą, muszę to przemóc,  mi mówił ""do Boga się nie módl""
Teraz wiem dobrze - nie ma słowa ""niemoc"", dlatego teraz zrobię po swojemu

Wierzę w potwora, co chciałby mnie zabić
Wiem, że chowa za jej emocjami
Chciałem czasami złapać za karabin
Ale nie mogę, bo wiem, że się pali mi grunt pod nogami
Jeśli chcesz tu wejść, to lepiej zapytaj blok
Jeszcze więcej zer, chcę sprawić, że czuję coś
Wiecznie jakiś cień szepcze, że ma tego dość
Diamentowy chain nie sprawi, że znajdę go

Trzy głowy jak cerber, kwadrat jeden, przy tym w nim studia dwa
Stoję, płonę w piekle, trap jak eden — jak się wydostać mam?
Stoję, płonę w piekle kiedy oglądam kto za me miasto gra
Wiem gdzie moje miejsce, w BDG serce, gotuję dla nich gar
To N do X, wchodzi N do K, na castingu byłem, to mnie wyjebali
Drop top gaz mam do dechy, czaisz?
Daję blink my eye tym co nie kumali, daję big shoutout dla moich ziomali
To jest z miasta krzyk ujebanych bloków
Daję big fuck off dla moich wrogów, 43 to mój główny powód

Mam wiele, kurwa, od ziomali z ławki, więc jebie mnie co gada losowy typek
Ciągle za dużo na głowie, i nie sypię popiołu na nią — ja posypię kwitem
Jak chodzi o bary — jestem magikiem, jak odpalam FL, to jestem magikiem
Polewasz wódy, to wchodzi lucyfer, nie ma większego, kurwa, na logike
Nie wiem, kurwa, co to cisza, ciągle coś gra mi w głowie
Nawet jeśli się nie staram, kurwa, zawsze daję ogień
Jestem na głębokiej wodzie, zawsze w pojebanej formie
Zawsze robię tą robot, dobrze, spierdalam i biorę torbę

Mokebe - mam wizję, wątpić w obraz
Mama chowała artystę, po uszy w syfie, typie, nie do kolan
Nie gadam dużo na galach i forach o tym, się odpalam jak pora tu porapować, homie
Głodny historii aż w oczy mi spojrzysz (Dead man walking)
Zahartowało mnie to tanie wino, pęknie Ciroc tu jak pyknie milion
Codziennie karmiony ciszą, bo tak się najlepiej generuje przychód
I wiem, że, skurwielu, mam taką charyzmę
Że nawet jak beknę w kolejnym wersie i tak nie skipniesz, a to tylko clickbait

Szybkie zwroty jak Inpost, młoda chce mnie na Instagram
Kiedyś nie chciała mnie nigdzie, teraz na DM widać, że kręci ją sława
Weź pod ziemię - tu może mnie ujrzysz, czyli nadziei światło
Słońca w underze już nie ma, niestety, zaszło w kurwę dawno
Unikatem spoza świata jestem, pragniecie mnie teraz na jebanej scenie
Sukces się kręci, to sam to zabiorę, no bo tego to mi nikt nie przyniesie
Wyskillowany grad spod Konina, bary mam zawsze nabite teściem
Twoja bibi mnie słyszy, jest mokra, jestem , a to moje wejście

W moim mieście mają do mnie szacun, bo zamiast tej pensji wolę być True MC's
Rozdaję karty, ale nieznaczone, żeby mieć to stillo, nie trzeba koneksji
Jak nawijam tracki, są  agresji, ty stajesz na baczność jakbyś wrzucić Mensil
Cioty w klipach mają niunie sexy, a potem partnerce mówią ""to marketing""
Znowu dałeś plamę, nie pomoże Persil, ale bania sprana, tego nie odmienisz
Znów otwieram menu, słaby repertuar - czego się spodziewać, skoro tak zamulasz
Mam szeroki denim tak jak horyzonty, widzę to, że kłamiesz, bo zmieniasz poglądy
Jestem niewygodny, widzę - ich to boli, ja i dominacja to przecież synonim

Od stuffu w bani awaria
Kiedy ja wbijam na teren, wzbudzam atmosferę jak zorza polarna
Dalej chcę grać w to, choć nie mam pensji, ty lecisz z prochem tu białym jak Persil
Nagrywam dumnie jak z orłem na piersi, z Braciakiem w studiu rozkminiamy wersy
Żyję dla Grindu jak OTS, zepsuty IPhone, a na nim tekst
Błyska mi światło, jebany flash, nocą przez miasto jak Harvey Dent
Kolejny bars wyżej level, zostałeś sam. Gdzie przyjaciele?
Nie chcę zatrzymać się w drodze do końca jak Goggins, wyznaczam nowe granice

Nic nie płynie głównym nurtem, dawno zmieniłem styl
Chociaż poznaję ciągle muzę, to nie robię jak wy
Chociaż brakuje mi pieniędzy, nie robię pod kwit
Zobacz jak zajawka zmienia kilkadziesiąt żyć
Cypher roku, czuję się jak Kodak 216
To nie freestyle, ale napisany na kolanie
Bo czas mnie goni, muszę już jechać, nie chcą mnie w rapie
Takich jak ja mają na pęczki i to jeszcze na stanie
Leszcz

Łączę powoli to tu jak ogniwa - to daje mi siłę, to daje paliwa
Notuje to słowa tu niczym skryba o tym co czuję, co dusza skrywa
Serce woła on Y Va, mija sekunda, minuta, godzina
Viva La Vida, przygoda wzywa, oni gadają, co przyniesie ślina
Te wasze barsy - nie ma tam skilla, budowa cała kuleje wadliwa
Sens pogubili w adlibach, a kiedy warczą, to po mnie spływa
Festiwal ksero, ja to oryginał, płodny jak Shiva
Buch, buch, buch, buch, cheeba, cheeba, wiem, taka droga mi się nie śniłą
Ostrożnie stawiam tu każdy krok, szlifuję styl, by być top a top
Ze szczytu droga łatwa na dno, chcę pamiętać to

Skandować ""Hurra!"", fala na brzeg wam wyrzuciła nowego króla
Półtorej roku jak czekam w amoku, a w tym czasie brata wrzucili na mural
Jedyne, co czuję, to duma, zawistna kurwo
Dobrze wiem, że tego nie skumasz, odszedłem w cień, bo zmęczył mnie cały anturaż
I trap live, półtorej roku jak robię na boku wszystko inne niż rap
Gdzie zgubił się stary Mike, chyba porwał go hajs
Wszystko spięte zawsze miał na tip-topes, chciałbym, żeby było już OK
Czemu stanąłem pit-stopie, dziś wbijam na scenę znów z creep-walkiem

Kto, kurwa, rzuca takie teksty? Chłopak ma 8 lat
No i ego jak nikt przed nim, we wszystkim chce być pierwszy
A tym, co gada, wywołuje płacz
Zamiast powyjaśniać sprawy jak dorosły twarzą w twarz
Nikt już nie będzie grał w twoje gierki, namnożyło się ludzi
Który wiedzą coś za jedny, Janeczek taki biedny? Czemu nikt go nie lubi?
Zapytaj cały Wrocław jak się dostał tam gdzie jest, teraz głos zabierają trupy
Po trupach do celu niezłą masz strategię
Nowych ziomów zamów z Temu, pamiętamy PR-owe gadki z SMN'u
Miłego tam w Warszawce skejciku spod NFM'u

Nigdy nie próbowałem wyjść z tłum ale to tłum chce teraz mnie słuchać
Robimy ruchy mityczne to voodoo, uwierzyłem, że to może się udać
Wizja mi wyszła na łeb jak woda, w tym sensie nigdy trzeźwy, słuchaj
W tym sensie nigdy L-ki u nas, w końcu zaczęli to kumać
W końcu zaczęli to czaić, zawsze dwa głosy w bani
Że to się uda, wierz mi, jesteśmy niezniszczalni
Tutaj liczy się wynik, który przebijamy
Znów uderzyłem torbę, bo tak się poruszamy
(Stellar Music)

Puść mi cypher, tak, to wjeżdżam jak cybertruck
Bo Szaber ma szajbę, i ten białas krzyczy ""suka, blyat!""
Więc otwieraj szyberdach, ja sprawdzam mój cyferblat
I się trochę cykam, bo póki co tam cyfer brak
Twój CD projekt brzmi jak marna kopia Whole Lotta Red, i wanna fuck that
Ja wolę dopracować swoje flow, a nie wydać Cyberpunka
Mamcia będzie w szoku jak jej Offspring rap gra
Ja zawsze byłem pretty fly, for a white guy

Wokół tych gwiazd odbieram blask i patrzę w jutro
Próbowałem sam poskładać świat, na co za późno
Nigdy nie czułem, że przyjaźń da się pomylić z wódką
Ale chuj w to
Napisałem 1000 wersów, które nie są zrozumiane
Dałem dużo siebie, przez co nie żyję jak dawniej
Męczy mnie społeczność i chyba znowu nie zasnę
Jeśli słyszysz mnie w programie, wiedz, że już wygrałem

Głupia cipa mnie wyśmiała, że to robię dla rodziny, mam nadzieję, że ci wleci kiedyś kasa za modeling
Jak poznają moje imię w TV, może razem potańczymy, bo od paru lat nie obchodzę imienin
Bit się do mnie klei, jakby miał na imię , prześladuje mnie ta wizja, jak chce się z nią ożenić
Wiem, że to widzenie ludzi zmieni, kiedy wyjebię z tej ziemi i zobaczę moją mordę na Netflix
Baby, wierz mi, powiedz swojej bestie, bo lud mam większy niż jej TikTok
Tip-top krok to nie moje są wersy, skok za płot stumilowy jak zniszczą
Piszę nowy tekst, kiedy siedzę na backsit, kieruję, brat, nie prowadzę się z dziwką
Nowe Rozdanie i starzy ziomale są ze mną, jebać, kto stoi przeciwko

Jebać basic cipki, chcę niunię, która jest tak jak garota
Bo będę ją cenił za duszę, tlenione włosy i ocean w oczach
Jestem skażony, jako jedyny na scenie wypluję, co sądzę
I żyję wersami, a ty wyjebany po zwrotce se siedzisz jak dziwka po nocce
I wrzucam LBN na mapę, kolejny raper dochodzi do puli
Wasza muzyka przyprawia o bóle, więc wolę się dograć do króli
Stay lets, zawsze na największe doły to, kurwa, odpowiadam walką
Ciągle pracuję i powoli czuję się jakbym obrabował Monte Carlo

Nie mogę się skupić na jednym - mam umysł pełen pomysłów, co dawno już zgasły
I niby mam w sobie potencjał, gubię go w życia udręce, doprawdy
Zgubiłem gdzieś siebie po drodze wśród świateł i dźwięków, co kiedyś mi grały
Jestem wybrany, pokonam każdy strach nieznany
Muszę nazwać emocje, uczucia, myśli, nadać im formę, dać im znaczenie
